"Latitude";"Longitude";"Date Time (YYYY-MM-DD hh:mm:ss)";"Temperature (°C)";"RH (%)";"Radiation (kW/m^2)";"Wind D (°)";"Wind S (km/h)";"Rain (mm)";"ET daily (ET)";"Rain daily (mm)";"Temperature Min (°C)";"Temperature Max (°C)";"Soil moisture_1 (%)";"Soil moisture_2 (%)";"Root depth (%)";"Seedtime (YYYY-MM-DD hh:mm:ss)"
"1.234";"-78.4";"2020-03-27 12:15:07";"19.06";"44";"1.03";"303";"0";"0";"1.02";"0.25";"6.22";"19.11";"35.1";"40.2";"123";"2020-03-27 12:15:07"
"1.234";"-78.4";"2020-03-27 12:30:13";"19.11";"50";"1.03";"233";"0";"0";"1.52";"0.25";"6.22";"19.28";"35.1";"40.2";"123";"2020-03-27 12:30:13"
"1.234";"-78.4";"2020-03-27 12:45:07";"19.67";"43";"1.01";"233";"0";"0";"1.52";"0.25";"6.22";"19.67";"35.1";"40.2";"123";"2020-03-27 12:45:07"
"1.234";"-78.4";"2020-03-27 13:00:08";"19.72";"44";"1";"232";"0";"0";"2.29";"0.25";"6.22";"19.83";"35.1";"40.2";"123";"2020-03-27 13:00:08"
"1.234";"-78.4";"2020-03-27 13:15:14";"19.89";"40";"1";"76";"0";"0";"2.29";"0.25";"6.22";"20.11";"35.1";"40.2";"123";"2020-03-27 13:15:14"
"1.234";"-78.4";"2020-03-27 13:30:08";"20.44";"44";"1.02";"153";"0";"0";"2.29";"0.25";"6.22";"20.56";"35.1";"40.2";"123";"2020-03-27 13:30:08"
"1.234";"-78.4";"2020-03-27 13:45:07";"21.33";"40";"1";"265";"0";"0";"2.29";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 13:45:07"
"1.234";"-78.4";"2020-03-27 14:00:08";"20.28";"49";"0.89";"331";"1";"0";"2.79";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 14:00:08"
"1.234";"-78.4";"2020-03-27 14:15:08";"20.83";"50";"0.86";"339";"0";"0";"2.79";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 14:15:08"
"1.234";"-78.4";"2020-03-27 14:30:07";"21.17";"48";"0.82";"254";"0";"0";"2.79";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 14:30:07"
"1.234";"-78.4";"2020-03-27 14:46:17";"20.94";"49";"0.79";"332";"4";"0";"2.79";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 14:46:17"
"1.234";"-78.4";"2020-03-27 15:00:08";"20.72";"44";"0.72";"350";"0";"0";"3.3";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 15:00:08"
"1.234";"-78.4";"2020-03-27 15:15:14";"20.39";"47";"0.66";"313";"2";"0";"3.3";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 15:15:14"
"1.234";"-78.4";"2020-03-27 15:30:08";"20.67";"47";"0.62";"265";"2";"0";"3.3";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 15:30:08"
"1.234";"-78.4";"2020-03-27 15:45:07";"20.17";"49";"0.6";"279";"1";"0";"3.3";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 15:45:07"
"1.234";"-78.4";"2020-03-27 16:00:09";"19.78";"49";"0.23";"265";"2";"0";"3.81";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 16:00:09"
"1.234";"-78.4";"2020-03-27 16:15:08";"18.83";"51";"0.18";"254";"0";"0";"3.81";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 16:15:08"
"1.234";"-78.4";"2020-03-27 16:30:08";"18.39";"49";"0.14";"251";"0";"0";"3.81";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 16:30:08"
"1.234";"-78.4";"2020-03-27 16:45:07";"18.61";"51";"0.28";"228";"2";"0";"3.81";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 16:45:07"
"1.234";"-78.4";"2020-03-27 17:00:14";"18.17";"54";"0.22";"85";"0";"0";"4.06";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 17:00:14"
"1.234";"-78.4";"2020-03-27 17:15:08";"17.56";"55";"0.15";"173";"2";"0";"4.06";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 17:15:08"
"1.234";"-78.4";"2020-03-27 17:30:14";"16.89";"57";"0.1";"122";"6";"0";"4.06";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 17:30:14"
"1.234";"-78.4";"2020-03-27 17:45:07";"16.28";"59";"0.04";"157";"0";"0";"4.06";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 17:45:07"
"1.234";"-78.4";"2020-03-27 18:00:08";"15.72";"61";"0";"101";"1";"0";"4.06";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 18:00:08"
"1.234";"-78.4";"2020-03-27 18:15:14";"15.33";"63";"0";"207";"0";"0";"4.06";"0.25";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 18:15:14"
"1.234";"-78.4";"2020-03-27 18:30:08";"15";"70";"0";"89";"0";"2.29";"4.06";"2.03";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 18:30:08"
"1.234";"-78.4";"2020-03-27 18:48:17";"12.89";"86";"0";"89";"0";"0";"4.06";"2.79";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 18:48:17"
"1.234";"-78.4";"2020-03-27 19:00:08";"12.56";"86";"0";"89";"0";"0";"4.06";"2.79";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 19:00:08"
"1.234";"-78.4";"2020-03-27 19:15:08";"12.56";"90";"0";"89";"0";"0";"4.06";"2.79";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 19:15:08"
"1.234";"-78.4";"2020-03-27 19:30:08";"12.5";"92";"0";"89";"0";"0";"4.06";"2.79";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 19:30:08"
"1.234";"-78.4";"2020-03-27 19:45:08";"12.61";"93";"0";"89";"0";"0";"4.06";"2.79";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 19:45:08"
"1.234";"-78.4";"2020-03-27 20:00:08";"12.5";"94";"0";"89";"0";"0";"4.06";"2.79";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 20:00:08"
"1.234";"-78.4";"2020-03-27 20:15:08";"12.5";"96";"0";"89";"0";"0";"4.06";"2.79";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 20:15:08"
"1.234";"-78.4";"2020-03-27 20:30:13";"12.5";"97";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 20:30:13"
"1.234";"-78.4";"2020-03-27 20:45:08";"12.44";"98";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 20:45:08"
"1.234";"-78.4";"2020-03-27 21:00:08";"12.33";"99";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 21:00:08"
"1.234";"-78.4";"2020-03-27 21:15:08";"12.39";"99";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 21:15:08"
"1.234";"-78.4";"2020-03-27 21:30:08";"12.33";"100";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 21:30:08"
"1.234";"-78.4";"2020-03-27 21:45:14";"12.39";"100";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 21:45:14"
"1.234";"-78.4";"2020-03-27 22:00:07";"12.39";"100";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 22:00:07"
"1.234";"-78.4";"2020-03-27 22:15:08";"12.5";"100";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 22:15:08"
"1.234";"-78.4";"2020-03-27 22:30:08";"12.28";"100";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 22:30:08"
"1.234";"-78.4";"2020-03-27 22:45:16";"12.28";"100";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 22:45:16"
"1.234";"-78.4";"2020-03-27 23:00:08";"12.28";"100";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 23:00:08"
"1.234";"-78.4";"2020-03-27 23:15:08";"12.39";"100";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 23:15:08"
"1.234";"-78.4";"2020-03-27 23:30:08";"12.44";"100";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 23:30:08"
"1.234";"-78.4";"2020-03-27 23:45:07";"12.44";"100";"0";"89";"0";"0";"4.06";"3.05";"6.22";"21.61";"35.1";"40.2";"123";"2020-03-27 23:45:07"
"1.234";"-78.4";"2020-03-28 00:00:14";"12.39";"100";"0";"89";"0";"0";"0";"0";"12.39";"12.44";"35.1";"40.2";"123";"2020-03-28 00:00:14"
"1.234";"-78.4";"2020-03-28 00:15:14";"12.11";"100";"0";"89";"0";"0";"0";"0";"12.11";"12.44";"35.1";"40.2";"123";"2020-03-28 00:15:14"
"1.234";"-78.4";"2020-03-28 00:30:08";"11.78";"100";"0";"89";"0";"0";"0";"0";"11.72";"12.44";"35.1";"40.2";"123";"2020-03-28 00:30:08"
"1.234";"-78.4";"2020-03-28 00:45:08";"11.28";"100";"0";"89";"0";"0";"0";"0";"11.28";"12.44";"35.1";"40.2";"123";"2020-03-28 00:45:08"
"1.234";"-78.4";"2020-03-28 01:00:14";"10.89";"100";"0";"89";"0";"0";"0";"0";"10.89";"12.44";"35.1";"40.2";"123";"2020-03-28 01:00:14"
"1.234";"-78.4";"2020-03-28 01:15:08";"10.5";"100";"0";"89";"0";"0";"0";"0";"10.5";"12.44";"35.1";"40.2";"123";"2020-03-28 01:15:08"
"1.234";"-78.4";"2020-03-28 01:30:08";"10.56";"100";"0";"89";"0";"0";"0";"0";"10.5";"12.44";"35.1";"40.2";"123";"2020-03-28 01:30:08"
"1.234";"-78.4";"2020-03-28 01:45:07";"10.44";"100";"0";"89";"0";"0";"0";"0";"10.39";"12.44";"35.1";"40.2";"123";"2020-03-28 01:45:07"
"1.234";"-78.4";"2020-03-28 02:00:08";"10.39";"100";"0";"89";"0";"0";"0";"0";"10.33";"12.44";"35.1";"40.2";"123";"2020-03-28 02:00:08"
"1.234";"-78.4";"2020-03-28 02:15:14";"9.56";"100";"0";"89";"0";"0";"0";"0";"9.33";"12.44";"35.1";"40.2";"123";"2020-03-28 02:15:14"
"1.234";"-78.4";"2020-03-28 02:30:14";"9.67";"100";"0";"89";"0";"0";"0";"0";"9.33";"12.44";"35.1";"40.2";"123";"2020-03-28 02:30:14"
"1.234";"-78.4";"2020-03-28 02:45:07";"9.06";"100";"0";"89";"0";"0";"0";"0";"8.89";"12.44";"35.1";"40.2";"123";"2020-03-28 02:45:07"
"1.234";"-78.4";"2020-03-28 03:00:08";"8.44";"100";"0";"89";"0";"0";"0";"0";"8.33";"12.44";"35.1";"40.2";"123";"2020-03-28 03:00:08"
"1.234";"-78.4";"2020-03-28 03:15:14";"8.78";"100";"0";"89";"0";"0";"0";"0";"8.33";"12.44";"35.1";"40.2";"123";"2020-03-28 03:15:14"
"1.234";"-78.4";"2020-03-28 03:30:08";"8.83";"100";"0";"89";"0";"0";"0";"0";"8.33";"12.44";"35.1";"40.2";"123";"2020-03-28 03:30:08"
"1.234";"-78.4";"2020-03-28 03:45:07";"8.94";"100";"0";"89";"0";"0";"0";"0";"8.33";"12.44";"35.1";"40.2";"123";"2020-03-28 03:45:07"
"1.234";"-78.4";"2020-03-28 04:00:08";"8.67";"100";"0";"89";"0";"0";"0";"0";"8.33";"12.44";"35.1";"40.2";"123";"2020-03-28 04:00:08"
"1.234";"-78.4";"2020-03-28 04:15:09";"8.17";"100";"0";"89";"0";"0";"0";"0";"8.06";"12.44";"35.1";"40.2";"123";"2020-03-28 04:15:09"
"1.234";"-78.4";"2020-03-28 04:30:14";"8.72";"100";"0";"89";"0";"0";"0";"0";"8.06";"12.44";"35.1";"40.2";"123";"2020-03-28 04:30:14"
"1.234";"-78.4";"2020-03-28 04:45:07";"9.28";"100";"0";"89";"0";"0";"0";"0";"8.06";"12.44";"35.1";"40.2";"123";"2020-03-28 04:45:07"
"1.234";"-78.4";"2020-03-28 05:00:08";"9.28";"100";"0";"89";"0";"0";"0";"0";"8.06";"12.44";"35.1";"40.2";"123";"2020-03-28 05:00:08"
"1.234";"-78.4";"2020-03-28 05:15:08";"8.61";"100";"0";"89";"0";"0";"0";"0";"8.06";"12.44";"35.1";"40.2";"123";"2020-03-28 05:15:08"
"1.234";"-78.4";"2020-03-28 05:30:08";"8.44";"100";"0";"89";"0";"0";"0";"0";"8.06";"12.44";"35.1";"40.2";"123";"2020-03-28 05:30:08"
"1.234";"-78.4";"2020-03-28 05:45:08";"8.22";"100";"0";"89";"0";"0";"0";"0";"8.06";"12.44";"35.1";"40.2";"123";"2020-03-28 05:45:08"
"1.234";"-78.4";"2020-03-28 06:00:25";"8.17";"100";"0";"89";"0";"0";"0";"0";"8.06";"12.44";"35.1";"40.2";"123";"2020-03-28 06:00:25"
"1.234";"-78.4";"2020-03-28 06:15:08";"8";"100";"0.03";"89";"0";"0";"0";"0";"7.94";"12.44";"35.1";"40.2";"123";"2020-03-28 06:15:08"
"1.234";"-78.4";"2020-03-28 06:30:08";"8.22";"100";"0.05";"89";"0";"0";"0";"0";"7.33";"12.44";"35.1";"40.2";"123";"2020-03-28 06:30:08"
"1.234";"-78.4";"2020-03-28 06:45:14";"8.61";"100";"0.08";"89";"0";"0";"0";"0";"7.33";"12.44";"35.1";"40.2";"123";"2020-03-28 06:45:14"
"1.234";"-78.4";"2020-03-28 07:00:26";"9.28";"100";"0.11";"89";"0";"0";"0";"0";"7.33";"12.44";"35.1";"40.2";"123";"2020-03-28 07:00:26"
"1.234";"-78.4";"2020-03-28 07:15:08";"10";"100";"0.19";"89";"0";"0";"0";"0";"7.33";"12.44";"35.1";"40.2";"123";"2020-03-28 07:15:08"
"1.234";"-78.4";"2020-03-28 07:30:14";"10.5";"100";"0.27";"89";"0";"0";"0";"0";"7.33";"12.44";"35.1";"40.2";"123";"2020-03-28 07:30:14"
"1.234";"-78.4";"2020-03-28 07:47:15";"11.33";"100";"0.19";"89";"0";"0";"0";"0";"7.33";"12.44";"35.1";"40.2";"123";"2020-03-28 07:47:15"
"1.234";"-78.4";"2020-03-28 08:00:13";"12.06";"100";"0.36";"89";"0";"0";"0";"0";"7.33";"12.44";"35.1";"40.2";"123";"2020-03-28 08:00:13"
"1.234";"-78.4";"2020-03-28 08:15:08";"12.67";"100";"0.41";"89";"0";"0";"0";"0";"7.33";"12.72";"35.1";"40.2";"123";"2020-03-28 08:15:08"
"1.234";"-78.4";"2020-03-28 08:30:08";"13.11";"100";"0.55";"89";"0";"0";"0";"0";"7.33";"13.17";"35.1";"40.2";"123";"2020-03-28 08:30:08"
"1.234";"-78.4";"2020-03-28 08:45:08";"13.17";"95";"0.63";"32";"0";"0";"0";"0";"7.33";"13.5";"35.1";"40.2";"123";"2020-03-28 08:45:08"
"1.234";"-78.4";"2020-03-28 09:00:07";"13.78";"83";"0.69";"32";"0";"0";"0";"0";"7.33";"14";"35.1";"40.2";"123";"2020-03-28 09:00:07"
"1.234";"-78.4";"2020-03-28 09:15:14";"14.5";"75";"0.54";"32";"0";"0";"0";"0";"7.33";"14.56";"35.1";"40.2";"123";"2020-03-28 09:15:14"
"1.234";"-78.4";"2020-03-28 09:30:08";"15.17";"74";"0.81";"18";"2";"0";"0.51";"0";"7.33";"15.17";"35.1";"40.2";"123";"2020-03-28 09:30:08"
"1.234";"-78.4";"2020-03-28 09:45:08";"15.61";"67";"0.87";"0";"0";"0";"0.51";"0";"7.33";"15.61";"35.1";"40.2";"123";"2020-03-28 09:45:08"
"1.234";"-78.4";"2020-03-28 10:00:08";"16.33";"59";"0.93";"0";"0";"0";"0.51";"0";"7.33";"16.39";"35.1";"40.2";"123";"2020-03-28 10:00:08"
"1.234";"-78.4";"2020-03-28 10:15:13";"16.56";"51";"0.84";"0";"0";"0";"0.51";"0";"7.33";"16.67";"35.1";"40.2";"123";"2020-03-28 10:15:13"
"1.234";"-78.4";"2020-03-28 10:30:08";"17.17";"51";"0.97";"0";"0";"0";"0.76";"0";"7.33";"17.17";"35.1";"40.2";"123";"2020-03-28 10:30:08"
"1.234";"-78.4";"2020-03-28 10:45:08";"17.89";"48";"1.04";"0";"0";"0";"0.76";"0";"7.33";"17.94";"35.1";"40.2";"123";"2020-03-28 10:45:08"
"1.234";"-78.4";"2020-03-28 11:00:08";"18";"48";"1.02";"301";"0";"0";"0.76";"0";"7.33";"18.11";"35.1";"40.2";"123";"2020-03-28 11:00:08"
"1.234";"-78.4";"2020-03-28 11:15:14";"18.22";"46";"1.09";"317";"0";"0";"0.76";"0";"7.33";"18.28";"35.1";"40.2";"123";"2020-03-28 11:15:14"
"1.234";"-78.4";"2020-03-28 11:30:08";"18.44";"46";"1.05";"1";"0";"0";"1.52";"0";"7.33";"18.56";"35.1";"40.2";"123";"2020-03-28 11:30:08"
"1.234";"-78.4";"2020-03-28 11:45:08";"19.17";"46";"1.09";"0";"0";"0";"1.52";"0";"7.33";"19.22";"35.1";"40.2";"123";"2020-03-28 11:45:08"
"1.234";"-78.4";"2020-03-28 12:00:07";"19.22";"43";"0.98";"290";"0";"0";"2.03";"0";"7.33";"19.44";"35.1";"40.2";"123";"2020-03-28 12:00:07"
"1.234";"-78.4";"2020-03-28 12:15:08";"19.22";"45";"1.16";"251";"0";"0";"2.03";"0";"7.33";"19.44";"35.1";"40.2";"123";"2020-03-28 12:15:08"
"1.234";"-78.4";"2020-03-28 12:30:14";"19.78";"40";"1.09";"91";"0";"0";"2.03";"0";"7.33";"19.78";"35.1";"40.2";"123";"2020-03-28 12:30:14"
"1.234";"-78.4";"2020-03-28 12:45:07";"19.33";"42";"1.1";"108";"1";"0";"2.03";"0";"7.33";"19.89";"35.1";"40.2";"123";"2020-03-28 12:45:07"
"1.234";"-78.4";"2020-03-28 13:00:08";"19.83";"42";"1.06";"209";"7";"0";"2.79";"0";"7.33";"19.89";"35.1";"40.2";"123";"2020-03-28 13:00:08"
"1.234";"-78.4";"2020-03-28 13:15:07";"20.17";"42";"0.72";"13";"0";"0";"2.79";"0";"7.33";"20.22";"35.1";"40.2";"123";"2020-03-28 13:15:07"
"1.234";"-78.4";"2020-03-28 13:30:08";"20.33";"38";"1.05";"160";"1";"0";"2.79";"0";"7.33";"20.39";"35.1";"40.2";"123";"2020-03-28 13:30:08"
"1.234";"-78.4";"2020-03-28 13:45:08";"20.61";"41";"0.32";"150";"8";"0";"2.79";"0";"7.33";"20.78";"35.1";"40.2";"123";"2020-03-28 13:45:08"
"1.234";"-78.4";"2020-03-28 14:00:09";"20";"40";"1";"153";"0";"0";"3.3";"0";"7.33";"20.78";"35.1";"40.2";"123";"2020-03-28 14:00:09"
"1.234";"-78.4";"2020-03-28 14:15:08";"20.89";"37";"0.89";"148";"1";"0";"3.3";"0";"7.33";"20.89";"35.1";"40.2";"123";"2020-03-28 14:15:08"
"1.234";"-78.4";"2020-03-28 14:30:08";"21.22";"39";"0.85";"251";"0";"0";"3.3";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 14:30:08"
"1.234";"-78.4";"2020-03-28 14:45:13";"20.56";"37";"0.21";"122";"0";"0";"3.3";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 14:45:13"
"1.234";"-78.4";"2020-03-28 15:00:08";"19.17";"43";"0.57";"223";"0";"0";"3.56";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 15:00:08"
"1.234";"-78.4";"2020-03-28 15:15:08";"19.5";"45";"0.36";"246";"3";"0";"3.56";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 15:15:08"
"1.234";"-78.4";"2020-03-28 15:30:08";"19.06";"44";"0.22";"224";"5";"0";"3.56";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 15:30:08"
"1.234";"-78.4";"2020-03-28 15:45:08";"18.61";"45";"0.16";"195";"3";"0";"3.56";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 15:45:08"
"1.234";"-78.4";"2020-03-28 16:00:08";"17.94";"46";"0.09";"196";"1";"0";"3.81";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 16:00:08"
"1.234";"-78.4";"2020-03-28 16:15:09";"18.17";"46";"0.34";"103";"0";"0";"3.81";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 16:15:09"
"1.234";"-78.4";"2020-03-28 16:30:08";"18.56";"44";"0.14";"199";"4";"0";"3.81";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 16:30:08"
"1.234";"-78.4";"2020-03-28 16:45:08";"17.61";"47";"0.14";"191";"3";"0";"3.81";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 16:45:08"
"1.234";"-78.4";"2020-03-28 17:00:14";"17.28";"46";"0.05";"176";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 17:00:14"
"1.234";"-78.4";"2020-03-28 17:15:08";"16.72";"47";"0";"152";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 17:15:08"
"1.234";"-78.4";"2020-03-28 17:30:07";"16.5";"48";"0";"158";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 17:30:07"
"1.234";"-78.4";"2020-03-28 17:45:08";"16";"53";"0";"137";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 17:45:08"
"1.234";"-78.4";"2020-03-28 18:00:08";"14.44";"58";"0";"137";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 18:00:08"
"1.234";"-78.4";"2020-03-28 18:15:08";"13.28";"63";"0";"137";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 18:15:08"
"1.234";"-78.4";"2020-03-28 18:30:08";"12.56";"67";"0";"137";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 18:30:08"
"1.234";"-78.4";"2020-03-28 18:45:08";"12.94";"61";"0";"149";"2";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 18:45:08"
"1.234";"-78.4";"2020-03-28 19:00:08";"13.06";"62";"0";"149";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 19:00:08"
"1.234";"-78.4";"2020-03-28 19:15:13";"12.78";"62";"0";"149";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 19:15:13"
"1.234";"-78.4";"2020-03-28 19:30:07";"12.56";"63";"0";"210";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 19:30:07"
"1.234";"-78.4";"2020-03-28 19:45:08";"11.83";"67";"0";"210";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 19:45:08"
"1.234";"-78.4";"2020-03-28 20:00:08";"10.83";"71";"0";"210";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 20:00:08"
"1.234";"-78.4";"2020-03-28 20:15:07";"9.72";"77";"0";"210";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 20:15:07"
"1.234";"-78.4";"2020-03-28 20:30:08";"9.17";"80";"0";"210";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 20:30:08"
"1.234";"-78.4";"2020-03-28 20:45:08";"9.28";"81";"0";"210";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 20:45:08"
"1.234";"-78.4";"2020-03-28 21:00:08";"9.44";"83";"0";"210";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 21:00:08"
"1.234";"-78.4";"2020-03-28 21:15:08";"10.17";"81";"0";"210";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 21:15:08"
"1.234";"-78.4";"2020-03-28 21:30:13";"10.72";"78";"0";"210";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 21:30:13"
"1.234";"-78.4";"2020-03-28 21:45:14";"10.56";"79";"0";"210";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 21:45:14"
"1.234";"-78.4";"2020-03-28 22:00:07";"10";"81";"0";"210";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 22:00:07"
"1.234";"-78.4";"2020-03-28 22:15:08";"9.89";"81";"0";"211";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 22:15:08"
"1.234";"-78.4";"2020-03-28 22:30:08";"9.5";"81";"0";"211";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 22:30:08"
"1.234";"-78.4";"2020-03-28 22:45:08";"8.83";"84";"0";"211";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 22:45:08"
"1.234";"-78.4";"2020-03-28 23:00:25";"9.17";"86";"0";"211";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 23:00:25"
"1.234";"-78.4";"2020-03-28 23:15:08";"8.78";"84";"0";"211";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 23:15:08"
"1.234";"-78.4";"2020-03-28 23:30:08";"8.22";"87";"0";"211";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 23:30:08"
"1.234";"-78.4";"2020-03-28 23:45:08";"7.78";"89";"0";"211";"0";"0";"4.06";"0";"7.33";"21.22";"35.1";"40.2";"123";"2020-03-28 23:45:08"
"1.234";"-78.4";"2020-03-29 00:00:08";"7.44";"90";"0";"211";"0";"0";"0";"0";"7.22";"7.44";"35.1";"40.2";"123";"2020-03-29 00:00:08"
"1.234";"-78.4";"2020-03-29 00:15:08";"7.89";"93";"0";"211";"0";"0";"0";"0";"7.22";"8";"35.1";"40.2";"123";"2020-03-29 00:15:08"
"1.234";"-78.4";"2020-03-29 00:30:08";"7.83";"94";"0";"211";"0";"0";"0";"0";"7.22";"8";"35.1";"40.2";"123";"2020-03-29 00:30:08"
"1.234";"-78.4";"2020-03-29 00:45:07";"7.72";"95";"0";"211";"0";"0";"0";"0";"7.22";"8";"35.1";"40.2";"123";"2020-03-29 00:45:07"
"1.234";"-78.4";"2020-03-29 01:00:13";"7.06";"94";"0";"211";"0";"0";"0";"0";"7";"8";"35.1";"40.2";"123";"2020-03-29 01:00:13"
"1.234";"-78.4";"2020-03-29 01:15:08";"7.06";"96";"0";"211";"0";"0";"0";"0";"7";"8";"35.1";"40.2";"123";"2020-03-29 01:15:08"
"1.234";"-78.4";"2020-03-29 01:30:08";"6.22";"95";"0";"211";"0";"0";"0";"0";"6.22";"8";"35.1";"40.2";"123";"2020-03-29 01:30:08"
