"NombreEstacion","Latitud","Longitud","Municipio","DescripcionSerie","Fecha","Valor"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-11 00:00","-2.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-12 00:00","4.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-13 00:00",4
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-14 00:00","4.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-15 00:00","2.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-16 00:00","2.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-17 00:00","7.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-18 00:00","7.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-19 00:00","3.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-20 00:00","9.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-21 00:00","12.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-22 00:00","11.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-23 00:00","6.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-24 00:00","11.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-25 00:00","8.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-26 00:00",10
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-27 00:00",10
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-28 00:00","6.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-29 00:00","4.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-30 00:00","6.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-01-31 00:00",5
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-02 00:00","4.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-03 00:00","4.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-04 00:00","1.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-05 00:00",-3
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-06 00:00",0
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-07 00:00","-2.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-08 00:00",4
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-09 00:00","3.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-10 00:00","9.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-11 00:00",6
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-12 00:00",3
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-13 00:00",4
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-14 00:00","9.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-15 00:00","5.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-16 00:00","3.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-17 00:00","4.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-18 00:00","2.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-19 00:00",2
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-20 00:00","11.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-21 00:00","4.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-22 00:00",5
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-23 00:00","6.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-24 00:00",12
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-25 00:00","11.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-26 00:00","11.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-27 00:00","5.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-28 00:00","7.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-02-29 00:00",6
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-03 00:00","8.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-04 00:00","11.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-05 00:00","2.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-07 00:00","5.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-08 00:00",11
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-09 00:00","9.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-10 00:00","10.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-11 00:00","8.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-12 00:00","13.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-13 00:00","12.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-14 00:00","12.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-15 00:00","11.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-16 00:00","9.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-17 00:00","6.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-18 00:00",8
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-19 00:00",8
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-26 00:00","10.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-28 00:00","12.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-29 00:00","4.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-30 00:00","8.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-03-31 00:00",12
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-01 00:00",11
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-02 00:00","12.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-03 00:00",12
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-13 00:00","8.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-14 00:00","8.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-15 00:00","6.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-16 00:00","7.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-17 00:00","7.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-18 00:00","7.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-19 00:00",11
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-20 00:00","11.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-21 00:00","9.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-22 00:00","10.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-23 00:00","10.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-24 00:00","6.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-25 00:00","9.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-26 00:00","4.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-27 00:00","7.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-28 00:00","5.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-29 00:00",8
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-04-30 00:00","9.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-01 00:00",11
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-02 00:00","7.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-03 00:00","10.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-04 00:00","6.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-05 00:00",9
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-06 00:00","4.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-07 00:00",12
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-08 00:00","3.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-09 00:00","9.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-10 00:00","4.8"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-11 00:00","10.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-12 00:00",10
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-13 00:00",11
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-14 00:00","6.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-15 00:00",9
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-16 00:00","11.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-17 00:00","7.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-18 00:00","7.6"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-19 00:00","8.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-20 00:00",3
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-21 00:00","6.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-22 00:00","6.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-23 00:00","6.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-24 00:00","6.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-25 00:00","7.4"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-26 00:00",6
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-27 00:00",9
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-28 00:00","9.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-29 00:00","10.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-30 00:00",11
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-05-31 00:00",10
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-06-01 00:00","11.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-06-02 00:00","9.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-06-03 00:00","10.2"
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-06-04 00:00",8
"TUNGUAVITA - AUT [24035430]","5.7459166670","-73.11636111","Paipa","Temperatura mínima diaria","2020-06-05 00:00","6.4"
