data	hour	depl	vwc	depl_t1	d_rain	irr	etc	Fc	L	
2021-06-16	01:45:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	02:03:05	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	02:15:06	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	02:30:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	02:45:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	03:03:05	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	03:15:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	03:30:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	03:45:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	04:03:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	04:15:12	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	04:30:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	04:45:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	05:03:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	05:15:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	05:30:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	05:45:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	06:03:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	06:15:03	-11.792	58.165	-11.792	0.0	0.0	0.0	46.373	100.0
2021-06-16	06:30:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	06:45:03	-11.792	58.165	-11.792	0.0	0	0.0	46.373	100.0
2021-06-16	07:03:03	-11.741	58.114	-11.792	0.0	0	0.051	46.373	100.0
2021-06-16	07:15:03	-11.741	58.114	-11.741	0.0	0	0.0	46.373	100.0
2021-06-16	07:30:03	-11.741	58.114	-11.741	0.0	0	0.0	46.373	100.0
2021-06-16	07:45:03	-11.741	58.114	-11.741	0.0	0	0.0	46.373	100.0
2021-06-16	08:03:13	-11.614	57.987	-11.741	0.0	0	0.127	46.373	100.0
2021-06-16	08:15:16	-11.614	57.987	-11.614	0.0	0	-0.0	46.373	100.0
2021-06-16	08:30:14	-11.614	57.987	-11.614	0.0	0	-0.0	46.373	100.0
2021-06-16	08:45:06	-11.614	57.987	-11.614	0.0	0	-0.0	46.373	100.0
2021-06-16	09:03:03	-11.359	57.732	-11.614	0.0	0	0.255	46.373	100.0
2021-06-16	09:15:08	-11.359	57.732	-11.359	0.0	0	-0.0	46.373	100.0
2021-06-16	09:30:03	-11.359	57.732	-11.359	0.0	0	-0.0	46.373	100.0
2021-06-16	09:45:03	-11.359	57.732	-11.359	0.0	0	-0.0	46.373	100.0
2021-06-16	10:03:06	-10.977	57.35	-11.359	0.0	0	0.382	46.373	100.0
2021-06-16	10:15:03	-10.977	57.35	-10.977	0.0	0	0.0	46.373	100.0
2021-06-16	10:30:11	-10.977	57.35	-10.977	0.0	0	0.0	46.373	100.0
2021-06-16	10:45:03	-10.977	57.35	-10.977	0.0	0	0.0	46.373	100.0
2021-06-16	11:03:14	-10.671	57.044	-10.977	0.0	0	0.306	46.373	100.0
2021-06-16	11:15:11	-10.671	57.044	-10.671	0.0	0	0.0	46.373	100.0
2021-06-16	11:30:07	-10.671	57.044	-10.671	0.0	0	0.0	46.373	100.0
2021-06-16	11:45:18	-10.671	57.044	-10.671	0.0	0	0.0	46.373	100.0
2021-06-16	12:03:13	-10.391	56.764	-10.671	0.0	0	0.28	46.373	100.0
2021-06-16	12:15:03	-10.391	56.764	-10.391	0.0	0	0.0	46.373	100.0
2021-06-16	12:30:03	-10.391	56.764	-10.391	0.0	0	0.0	46.373	100.0
2021-06-16	12:45:03	-10.391	56.764	-10.391	0.0	0	0.0	46.373	100.0
2021-06-16	13:03:03	-9.984	56.357	-10.391	0.0	0	0.407	46.373	100.0
2021-06-16	13:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	13:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	13:45:05	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	14:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	14:15:05	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	14:30:05	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	14:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	15:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	15:15:17	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	15:30:15	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	15:45:06	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	16:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	16:15:05	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	16:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	16:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	16:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	17:15:08	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	17:30:05	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	17:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	18:03:08	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	18:15:08	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	18:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	18:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	18:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	19:15:08	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	19:30:13	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	19:45:04	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	20:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	20:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	20:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	20:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	21:03:10	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	21:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	21:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	21:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	22:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	22:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	22:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	22:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	23:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	23:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	23:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-16	23:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	00:30:09	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	00:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	01:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	01:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	01:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	01:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	02:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	02:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	02:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	02:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	03:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	03:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	03:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	03:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	04:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	04:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	04:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	04:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	05:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	05:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	05:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	05:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	06:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	06:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	06:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	06:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	07:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	07:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	07:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	07:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	08:03:05	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	08:15:04	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	08:30:12	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	08:45:04	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	09:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	09:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	09:30:05	-9.984	56.357	-9.984	0.0	0.0	-0.0	46.373	100.0
2021-06-17	09:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	10:03:05	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	10:15:08	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	10:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	10:45:04	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	11:03:05	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	11:15:05	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	11:30:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	11:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	11:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	12:15:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-17	12:30:06	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-18	10:30:12	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-18	10:45:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-18	11:03:03	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-18	11:15:05	-9.984	56.357	-9.984	0.0	0	-0.0	46.373	100.0
2021-06-18	11:30:04	-9.984	56.357	-9.984	0.0	0	0.0	46.373	100.0
2021-06-18	11:30:04	-9.984	56.357	-9.984	0.0	0	0.0	46.373	100.0
2021-06-18	11:30:04	-9.984	56.357	-9.984	0.0	0	0.0	46.373	100.0
2021-06-18	14:58:39	-9.116	55.489	-9.984	0.0	0	0.868	46.373	100.0
2021-06-18	17:03:19	-8.396	54.769	-9.116	0.0	0	0.72	46.373	100.0
2021-06-18	17:15:08	-8.396	54.769	-8.396	0.0	0	0.0	46.373	100.0
2021-06-18	17:30:07	-8.396	54.769	-8.396	0.0	0	0.0	46.373	100.0
2021-06-18	17:45:11	-8.396	54.769	-8.396	0.0	0	0.0	46.373	100.0
2021-06-18	19:03:05	-8.322	54.695	-8.396	0.0	0	0.074	46.373	100.0
2021-06-18	19:15:03	-8.322	54.695	-8.322	0.0	0	0.0	46.373	100.0
2021-06-18	19:30:03	-8.322	54.695	-8.322	0.0	0	0.0	46.373	100.0
2021-06-18	19:45:03	-8.322	54.695	-8.322	0.0	0	0.0	46.373	100.0
2021-06-18	20:03:03	-8.298	54.671	-8.322	0.0	0	0.024	46.373	100.0
2021-06-18	20:15:03	-8.298	54.671	-8.298	0.0	0	-0.0	46.373	100.0
2021-06-18	20:30:03	-8.298	54.671	-8.298	0.0	0	-0.0	46.373	100.0
2021-06-18	20:45:05	-8.298	54.671	-8.298	0.0	0	-0.0	46.373	100.0
2021-06-18	21:03:03	-8.273	54.646	-8.298	0.0	0	0.025	46.373	100.0
2021-06-18	21:15:08	-8.273	54.646	-8.273	0.0	0	0.0	46.373	100.0
2021-06-18	21:30:03	-8.474	54.847	-8.273	0.201	0	0.0	46.373	100.0
2021-06-18	21:45:09	-8.872	55.245	-8.474	0.398	0	0.0	46.373	100.0
2021-06-18	22:03:03	-9.649	56.022	-8.872	0.801	0	0.024	46.373	100.0
2021-06-18	22:15:08	-10.248	56.621	-9.649	0.599	0	0.0	46.373	100.0
2021-06-18	22:30:04	-10.649	57.022	-10.248	0.401	0	0.0	46.373	100.0
2021-06-18	22:45:03	-10.85	57.223	-10.649	0.201	0	0.0	46.373	100.0
2021-06-18	23:03:09	-11.449	57.822	-10.85	0.599	0	0.0	46.373	100.0
2021-06-18	23:15:03	-11.449	57.822	-11.449	0.0	0	0.0	46.373	100.0
2021-06-18	23:30:08	-11.65	58.023	-11.449	0.201	0	0.0	46.373	100.0
2021-06-18	23:45:04	-11.65	58.023	-11.65	-0.0	0	0.0	46.373	100.0
2021-06-19	00:15:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	00:30:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	00:45:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	01:03:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	01:15:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	01:30:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	01:45:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	02:03:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	02:15:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	02:30:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	02:45:04	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	03:03:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	03:15:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	03:30:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	03:45:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	04:03:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	04:15:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	04:30:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	04:45:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	05:03:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	05:15:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	05:30:08	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	05:45:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	06:03:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	06:15:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	06:30:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	06:45:03	-11.65	58.023	-11.65	0.0	0	0.0	46.373	100.0
2021-06-19	07:03:08	-11.626	57.999	-11.65	0.0	0	0.024	46.373	100.0
2021-06-19	07:15:03	-11.626	57.999	-11.626	0.0	0	0.0	46.373	100.0
2021-06-19	07:15:03	-11.626	57.999	-11.626	0.0	0	0.0	46.373	100.0
2021-06-19	07:45:03	-11.626	57.999	-11.626	0.0	0	0.0	46.373	100.0
2021-06-19	08:03:03	-11.552	57.925	-11.626	0.0	0	0.074	46.373	100.0
2021-06-19	08:15:03	-11.552	57.925	-11.552	0.0	0	0.0	46.373	100.0
2021-06-19	08:30:03	-11.552	57.925	-11.552	0.0	0	0.0	46.373	100.0
2021-06-19	08:45:03	-11.552	57.925	-11.552	0.0	0	0.0	46.373	100.0
2021-06-19	09:03:03	-11.332	57.705	-11.552	0.0	0	0.22	46.373	100.0
2021-06-19	09:15:03	-11.332	57.705	-11.332	0.0	0	0.0	46.373	100.0
2021-06-19	09:30:03	-11.332	57.705	-11.332	0.0	0	0.0	46.373	100.0
2021-06-19	09:45:04	-11.332	57.705	-11.332	0.0	0	0.0	46.373	100.0
2021-06-19	10:03:03	-11.062	57.435	-11.332	0.0	0	0.27	46.373	100.0
2021-06-19	10:15:03	-11.062	57.435	-11.062	0.0	0	0.0	46.373	100.0
2021-06-19	10:30:03	-11.062	57.435	-11.062	0.0	0	0.0	46.373	100.0
2021-06-19	10:45:03	-11.062	57.435	-11.062	0.0	0	0.0	46.373	100.0
2021-06-19	11:03:03	-10.793	57.166	-11.062	0.0	0	0.269	46.373	100.0
2021-06-19	11:15:03	-10.793	57.166	-10.793	0.0	0	0.0	46.373	100.0
2021-06-19	11:30:20	-10.793	57.166	-10.793	0.0	0	0.0	46.373	100.0
2021-06-19	11:46:01	-10.793	57.166	-10.793	0.0	0	0.0	46.373	100.0
2021-06-19	12:03:12	-10.426	56.799	-10.793	0.0	0	0.367	46.373	100.0
2021-06-19	17:26:04	-10.426	56.799	-10.426	0.0	0	0.0	46.373	100.0
2021-06-19	17:30:05	-10.426	56.799	-10.426	0.0	0	0.0	46.373	100.0
2021-06-19	17:45:22	-10.426	56.799	-10.426	0.0	0	0.0	46.373	100.0
2021-06-19	18:00:24	-10.426	56.799	-10.426	0.0	0	0.0	46.373	100.0
