data	hour	depl	vwc	depl_t1	d_rain	irr	etc	Fc	L	vwc2
2021-06-16	11:30:07	-6.503	51.792	-6.503	0.0	0	0.0	46.373	100.0	51.799
2021-06-16	11:45:18	-6.503	51.792	-6.503	0.0	0	0.0	46.373	100.0	51.799
2021-06-16	12:03:13	-6.419	51.722	-6.503	0.0	0	0.28	46.373	100.0	51.729
2021-06-16	12:15:03	-6.419	51.722	-6.419	0.0	0	0.0	46.373	100.0	51.729
2021-06-16	12:30:03	-6.419	51.722	-6.419	0.0	0	0.0	46.373	100.0	51.729
2021-06-16	12:45:03	-6.419	51.722	-6.419	0.0	0	0.0	46.373	100.0	51.729
2021-06-16	13:03:03	-6.297	51.62	-6.419	0.0	0	0.407	46.373	100.0	51.627
2021-06-16	13:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	13:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	13:45:05	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	14:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	14:15:05	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	14:30:05	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	14:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	15:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	15:15:17	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	15:30:15	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	15:45:06	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	16:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	16:15:05	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	16:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	16:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	16:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	17:15:08	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	17:30:05	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	17:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	18:03:08	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	18:15:08	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	18:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	18:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	18:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	19:15:08	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	19:30:13	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	19:45:04	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	20:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	20:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	20:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	20:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	21:03:10	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	21:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	21:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	21:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	22:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	22:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	22:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	22:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	23:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	23:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	23:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-16	23:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	00:30:09	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	00:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	01:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	01:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	01:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	01:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	02:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	02:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	02:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	02:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	03:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	03:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	03:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	03:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	04:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	04:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	04:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	04:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	05:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	05:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	05:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	05:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	06:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	06:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	06:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	06:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	07:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	07:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	07:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	07:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	08:03:05	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	08:15:04	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	08:30:12	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	08:45:04	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	09:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	09:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	09:30:05	-6.297	51.62	-6.297	0.0	0.0	-0.0	46.373	100.0	51.627
2021-06-17	09:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	10:03:05	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	10:15:08	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	10:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	10:45:04	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	11:03:05	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	11:15:05	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	11:30:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	11:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	11:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	12:15:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-17	12:30:06	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-18	10:30:12	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-18	10:45:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-18	11:03:03	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-18	11:15:05	-6.297	51.62	-6.297	0.0	0	-0.0	46.373	100.0	51.627
2021-06-18	11:30:04	-6.297	51.62	-6.297	0.0	0	0.0	46.373	100.0	51.627
2021-06-18	11:30:04	-6.297	51.62	-6.297	0.0	0	0.0	46.373	100.0	51.627
2021-06-18	11:30:04	-6.297	51.62	-6.297	0.0	0	0.0	46.373	100.0	51.627
2021-06-18	14:58:39	-6.037	51.403	-6.297	0.0	0	0.868	46.373	100.0	51.41
2021-06-18	17:03:19	-5.821	51.224	-6.037	0.0	0	0.72	46.373	100.0	51.231
2021-06-18	17:15:08	-5.821	51.224	-5.821	0.0	0	0.0	46.373	100.0	51.231
2021-06-18	17:30:07	-5.821	51.224	-5.821	0.0	0	0.0	46.373	100.0	51.231
2021-06-18	17:45:11	-5.821	51.224	-5.821	0.0	0	0.0	46.373	100.0	51.231
2021-06-18	19:03:05	-5.799	51.205	-5.821	0.0	0	0.074	46.373	100.0	51.212
2021-06-18	19:15:03	-5.799	51.206	-5.799	0.0	0	0.0	46.373	100.0	51.213
2021-06-18	19:30:03	-5.799	51.206	-5.799	0.0	0	0.0	46.373	100.0	51.213
2021-06-18	19:45:03	-5.799	51.206	-5.799	0.0	0	0.0	46.373	100.0	51.213
2021-06-18	20:03:03	-5.792	51.2	-5.799	0.0	0	0.024	46.373	100.0	51.207
2021-06-18	20:15:03	-5.792	51.2	-5.792	0.0	0	-0.0	46.373	100.0	51.207
2021-06-18	20:30:03	-5.792	51.2	-5.792	0.0	0	-0.0	46.373	100.0	51.207
2021-06-18	20:45:05	-5.792	51.2	-5.792	0.0	0	-0.0	46.373	100.0	51.207
2021-06-18	21:03:03	-5.784	51.193	-5.792	0.0	0	0.025	46.373	100.0	51.2
2021-06-18	21:15:08	-5.784	51.193	-5.784	0.0	0	0.0	46.373	100.0	51.2
2021-06-18	21:30:03	-5.844	51.243	-5.784	0.201	0	0.0	46.373	100.0	51.25
2021-06-18	21:45:09	-5.963	51.343	-5.844	0.398	0	0.0	46.373	100.0	51.35
2021-06-18	22:03:03	-6.196	51.536	-5.963	0.801	0	0.024	46.373	100.0	51.543
2021-06-18	22:15:08	-6.376	51.686	-6.196	0.599	0	0.0	46.373	100.0	51.693
2021-06-18	22:30:04	-6.496	51.787	-6.376	0.401	0	0.0	46.373	100.0	51.794
2021-06-18	22:45:03	-6.556	51.837	-6.496	0.201	0	0.0	46.373	100.0	51.844
2021-06-18	23:03:09	-6.736	51.986	-6.556	0.599	0	0.0	46.373	100.0	51.993
2021-06-18	23:15:03	-6.736	51.986	-6.736	0.0	0	0.0	46.373	100.0	51.993
2021-06-18	23:30:08	-6.796	52.037	-6.736	0.201	0	0.0	46.373	100.0	52.044
2021-06-18	23:45:04	-6.796	52.036	-6.796	-0.0	0	0.0	46.373	100.0	52.043
2021-06-19	00:15:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	00:30:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	00:45:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	01:03:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	01:15:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	01:30:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	01:45:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	02:03:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	02:15:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	02:30:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	02:45:04	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	03:03:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	03:15:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	03:30:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	03:45:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	04:03:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	04:15:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	04:30:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	04:45:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	05:03:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	05:15:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	05:30:08	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	05:45:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	06:03:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	06:15:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	06:30:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	06:45:03	-6.796	52.036	-6.796	0.0	0	0.0	46.373	100.0	52.043
2021-06-19	07:03:08	-6.789	52.03	-6.796	0.0	0	0.024	46.373	100.0	52.037
2021-06-19	07:15:03	-6.789	52.03	-6.789	0.0	0	0.0	46.373	100.0	52.037
2021-06-19	07:15:03	-6.789	52.03	-6.789	0.0	0	0.0	46.373	100.0	52.037
2021-06-19	07:45:03	-6.789	52.03	-6.789	0.0	0	0.0	46.373	100.0	52.037
2021-06-19	08:03:03	-6.767	52.012	-6.789	0.0	0	0.074	46.373	100.0	52.019
2021-06-19	08:15:03	-6.767	52.012	-6.767	0.0	0	0.0	46.373	100.0	52.019
2021-06-19	08:30:03	-6.767	52.012	-6.767	0.0	0	0.0	46.373	100.0	52.019
2021-06-19	08:45:03	-6.767	52.012	-6.767	0.0	0	0.0	46.373	100.0	52.019
2021-06-19	09:03:03	-6.701	51.957	-6.767	0.0	0	0.22	46.373	100.0	51.964
2021-06-19	09:15:03	-6.701	51.957	-6.701	0.0	0	0.0	46.373	100.0	51.964
2021-06-19	09:30:03	-6.701	51.957	-6.701	0.0	0	0.0	46.373	100.0	51.964
2021-06-19	09:45:04	-6.701	51.957	-6.701	0.0	0	0.0	46.373	100.0	51.964
2021-06-19	10:03:03	-6.62	51.89	-6.701	0.0	0	0.27	46.373	100.0	51.897
2021-06-19	10:15:03	-6.62	51.89	-6.62	0.0	0	0.0	46.373	100.0	51.897
2021-06-19	10:30:03	-6.62	51.89	-6.62	0.0	0	0.0	46.373	100.0	51.897
2021-06-19	10:45:03	-6.62	51.89	-6.62	0.0	0	0.0	46.373	100.0	51.897
2021-06-19	11:03:03	-6.539	51.822	-6.62	0.0	0	0.269	46.373	100.0	51.829
2021-06-19	11:15:03	-6.539	51.822	-6.539	0.0	0	0.0	46.373	100.0	51.829
2021-06-19	11:30:20	-6.539	51.822	-6.539	0.0	0	0.0	46.373	100.0	51.829
2021-06-19	11:46:01	-6.539	51.822	-6.539	0.0	0	0.0	46.373	100.0	51.829
2021-06-19	12:03:12	-6.429	51.73	-6.539	0.0	0	0.367	46.373	100.0	51.737
2021-06-19	17:26:04	-6.429	51.73	-6.429	0.0	0	0.0	46.373	100.0	51.737
2021-06-19	17:30:05	-6.429	51.73	-6.429	0.0	0	0.0	46.373	100.0	51.737
2021-06-19	17:45:22	-6.429	52.802	-6.429	0.0	0	0.0	46.373	100.0	52.81
2021-06-19	18:00:24	-6.429	52.802	-6.429	0.0	0	0.0	46.373	100.0	52.81
2021-06-19	18:15:22	-6.407	52.78	-6.429	0.0	0	0.073	46.373	100.0	52.788
2021-06-19	18:30:22	-6.407	52.78	-6.407	0.0	0	0.0	46.373	100.0	52.788
2021-06-19	18:45:55	-6.407	52.78	-6.407	0.0	0	0.0	46.373	100.0	52.788
2021-06-19	19:00:23	-6.407	52.78	-6.407	0.0	0	0.0	46.373	100.0	52.788
2021-06-19	19:15:33	-6.399	52.772	-6.407	0.0	0	0.025	46.373	100.0	52.78
2021-06-19	19:30:23	-6.399	52.772	-6.399	0.0	0	0.0	46.373	100.0	52.78
2021-06-19	19:45:29	-6.399	52.872	-6.399	0.0	0	0.0	46.473	100.0	52.88
2021-06-19	20:00:32	-6.399	52.872	-6.399	0.0	0	0.0	46.473	100.0	52.88
2021-06-19	20:15:27	-6.385	52.858	-6.399	0.0	0	0.048	46.473	100.0	52.866
2021-06-19	20:30:22	-6.385	52.858	-6.385	0.0	0	0.0	46.473	100.0	52.866
2021-06-19	20:45:27	-6.385	52.858	-6.385	0.0	0	0.0	46.473	100.0	52.866
2021-06-19	21:00:24	-6.385	52.858	-6.385	0.0	0	0.0	46.473	100.0	52.866
2021-06-19	21:15:22	-6.377	52.85	-6.385	0.0	0	0.025	46.473	100.0	52.858
2021-06-19	21:30:22	-6.377	52.85	-6.377	0.0	0	-0.0	46.473	100.0	52.858
2021-06-19	21:45:27	-6.377	52.85	-6.377	0.0	0	-0.0	46.473	100.0	52.858
2021-06-19	22:00:22	-6.377	52.85	-6.377	0.0	0	-0.0	46.473	100.0	52.858
2021-06-19	22:15:21	-6.37	52.843	-6.377	0.0	0	0.024	46.473	100.0	52.851
2021-06-19	22:30:22	-6.37	52.843	-6.37	0.0	0	-0.0	46.473	100.0	52.851
2021-06-19	22:45:22	-6.37	52.843	-6.37	0.0	0	-0.0	46.473	100.0	52.851
2021-06-19	23:00:27	-6.37	52.843	-6.37	0.0	0	-0.0	46.473	100.0	52.851
2021-06-19	23:15:22	-6.362	52.835	-6.37	0.0	0	0.025	46.473	100.0	52.843
2021-06-19	23:30:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-19	23:45:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	00:00:27	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	00:15:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	00:30:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	00:45:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	01:00:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	01:15:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	01:30:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	01:45:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	02:00:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	02:15:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	02:30:27	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	02:45:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	03:00:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	03:15:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	03:30:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	03:45:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	04:00:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	04:15:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	04:30:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	04:45:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	05:00:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	05:15:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	05:30:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	05:45:21	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	06:00:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	06:15:24	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	06:30:25	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	06:45:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	07:00:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	07:00:22	-6.362	52.835	-6.362	0.0	0	0.0	46.473	100.0	52.843
2021-06-20	07:30:22	-6.355	52.828	-6.362	0.0	0	0.024	46.473	100.0	52.836
2021-06-20	07:45:22	-6.355	52.828	-6.355	0.0	0	0.0	46.473	100.0	52.836
2021-06-20	08:00:22	-6.355	52.828	-6.355	0.0	0	0.0	46.473	100.0	52.836
2021-06-20	08:15:23	-6.333	52.806	-6.355	0.0	0	0.073	46.473	100.0	52.814
2021-06-20	08:30:22	-6.333	52.806	-6.333	0.0	0	0.0	46.473	100.0	52.814
2021-06-20	08:45:22	-6.333	52.806	-6.333	0.0	0	0.0	46.473	100.0	52.814
2021-06-20	09:00:23	-6.333	52.806	-6.333	0.0	0	0.0	46.473	100.0	52.814
2021-06-20	09:15:22	-6.304	52.777	-6.333	0.0	0	0.096	46.473	100.0	52.785
2021-06-20	09:30:22	-6.304	52.777	-6.304	0.0	0	0.0	46.473	100.0	52.785
2021-06-20	09:45:36	-6.304	52.777	-6.304	0.0	0	0.0	46.473	100.0	52.785
2021-06-20	10:00:26	-6.304	52.777	-6.304	0.0	0	0.0	46.473	100.0	52.785
2021-06-20	10:45:58	-6.195	52.668	-6.304	0.0	0	0.362	46.473	100.0	52.676
2021-06-20	11:00:26	-6.195	52.668	-6.195	0.0	0	0.0	46.473	100.0	52.676
2021-06-20	11:15:49	-6.05	52.523	-6.195	0.0	0	0.483	46.473	100.0	52.531
2021-06-20	11:30:20	-6.05	52.523	-6.05	0.0	0	0.0	46.473	100.0	52.531
2021-06-20	12:00:22	-6.05	52.25	-6.05	0.0	0	0.0	46.2	100.0	52.258
2021-06-20	12:15:21	-5.956	52.156	-6.05	0.0	0	0.314	46.2	100.0	52.164
2021-06-20	12:30:21	-5.986	52.186	-5.956	0.0	0.09953418003742485	0.0	46.2	100.0	52.194
2021-06-20	12:45:20	-5.986	52.186	-5.986	0.0	0	0.0	46.2	100.0	52.194
2021-06-20	13:00:20	-5.986	52.186	-5.986	0.0	0	0.0	46.2	100.0	52.194
2021-06-20	13:15:20	-5.87	52.07	-5.986	0.0	0	0.387	46.2	100.0	52.078
2021-06-20	13:30:24	-5.87	52.07	-5.87	0.0	0	0.0	46.2	100.0	52.078
2021-06-20	13:45:22	-5.87	52.07	-5.87	0.0	0	0.0	46.2	100.0	52.078
2021-06-20	21:30:24	-6.827	53.027	-5.87	3.599	0	0.41	46.2	100.0	53.035
2021-06-20	21:45:21	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-20	22:00:25	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-20	22:15:22	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-20	22:30:25	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-20	22:45:20	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-20	23:00:20	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-20	23:15:20	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-20	23:30:20	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-20	23:45:20	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-21	00:00:20	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-21	00:15:25	-6.827	53.027	-6.827	0	0	0.0	46.2	100.0	53.035
2021-06-21	00:30:20	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-21	00:45:21	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-21	01:00:20	-6.827	53.027	-6.827	0.0	0	0.0	46.2	100.0	53.035
2021-06-21	01:15:20	-6.82	53.02	-6.827	0.0	0	0.023	46.2	100.0	53.028
2021-06-21	01:30:20	-6.82	53.02	-6.82	0.0	0	0.0	46.2	100.0	53.028
2021-06-21	01:45:20	-6.82	53.02	-6.82	0.0	0	0.0	46.2	100.0	53.028
2021-06-21	02:00:20	-6.82	53.02	-6.82	0.0	0	0.0	46.2	100.0	53.028
2021-06-21	02:15:20	-6.813	53.013	-6.82	0.0	0	0.024	46.2	100.0	53.021
2021-06-21	02:30:20	-6.813	53.013	-6.813	0.0	0	0.0	46.2	100.0	53.021
2021-06-21	02:45:20	-6.813	53.013	-6.813	0.0	0	0.0	46.2	100.0	53.021
2021-06-21	03:00:20	-6.813	53.013	-6.813	0.0	0	0.0	46.2	100.0	53.021
